label,timestamp1,timestamp2,x_out_fir,y_out_fir,z_out_fir
LatPulldown,,,32.02177429199219,992.0761108398438,305.4379577636719
LatPulldown,,,61.25285720825195,970.406494140625,281.48565673828125
LatPulldown,,,80.14344024658203,949.7509155273438,259.39544677734375
LatPulldown,,,82.3343734741211,925.7609252929688,245.943603515625
LatPulldown,,,69.14655303955078,895.7859497070312,243.71583557128906
LatPulldown,,,47.08783721923828,860.107421875,250.3435516357422
LatPulldown,,,21.90738296508789,821.9286499023438,261.8189697265625
LatPulldown,,,-5.471618175506592,785.9545288085938,277.2601013183594
LatPulldown,,,-38.303123474121094,756.7135009765625,300.505126953125
LatPulldown,,,-79.16807556152344,736.98486328125,336.55718994140625
LatPulldown,,,-124.37261962890625,728.1417236328125,385.8639221191406
LatPulldown,,,-163.99176025390625,729.5302734375,441.3512268066406
LatPulldown,,,-186.3660888671875,737.5528564453125,490.6474304199219
LatPulldown,,,-183.3961639404297,747.16259765625,521.7105712890625
LatPulldown,,,-153.43148803710938,754.767822265625,528.0112915039062
LatPulldown,,,-100.54925537109375,760.806396484375,510.48291015625
LatPulldown,,,-34.06299591064453,768.2326049804688,476.1061706542969
LatPulldown,,,31.72063636779785,779.1506958007812,434.98785400390625
LatPulldown,,,82.25725555419922,792.8682250976562,397.5093078613281
LatPulldown,,,110.42137908935547,806.5241088867188,372.0748596191406
LatPulldown,,,118.68341827392578,816.1881713867188,363.5166015625
LatPulldown,,,113.80691528320312,817.973388671875,372.6782531738281
LatPulldown,,,101.79047393798828,811.6723022460938,396.32464599609375
LatPulldown,,,85.74242401123047,801.6636352539062,427.8389892578125
LatPulldown,,,66.49391174316406,792.7554321289062,459.8880310058594
LatPulldown,,,44.77287673950195,785.0454711914062,486.74273681640625
LatPulldown,,,22.177730560302734,774.88671875,505.48260498046875
LatPulldown,,,0.08971357345581055,761.2400512695312,515.3378295898438
LatPulldown,,,-20.943496704101562,747.38623046875,516.9531860351562
LatPulldown,,,-38.377384185791016,737.4697265625,511.4061279296875
LatPulldown,,,-47.08729934692383,733.834716796875,498.7256774902344
LatPulldown,,,-44.12761306762695,735.7294921875,480.658935546875
LatPulldown,,,-34.33169174194336,739.2250366210938,463.01177978515625
LatPulldown,,,-28.796388626098633,739.0224609375,454.28973388671875
LatPulldown,,,-36.14752960205078,733.41943359375,460.8610534667969
LatPulldown,,,-56.67787551879883,726.7435913085938,482.0213317871094
LatPulldown,,,-83.56916809082031,724.806640625,510.9927062988281
LatPulldown,,,-109.27616882324219,730.0569458007812,538.1152954101562
LatPulldown,,,-129.6546173095703,741.6203002929688,554.6869506835938
LatPulldown,,,-143.89614868164062,756.6569213867188,556.3154296875
LatPulldown,,,-152.38356018066406,771.0269165039062,544.231201171875
LatPulldown,,,-154.45404052734375,781.1401977539062,524.5291137695312
LatPulldown,,,-149.5781707763672,785.3171997070312,502.5771179199219
LatPulldown,,,-137.72323608398438,784.843994140625,478.798095703125
LatPulldown,,,-118.1587905883789,782.8942260742188,451.8795166015625
LatPulldown,,,-91.48383331298828,782.2295532226562,424.18084716796875
LatPulldown,,,-65.02061462402344,782.8234252929688,403.3106994628906
LatPulldown,,,-52.1446533203125,780.9871215820312,397.3460998535156
LatPulldown,,,-61.69135284423828,772.6708984375,408.7444152832031
LatPulldown,,,-88.39873504638672,758.6123046875,432.38787841796875
LatPulldown,,,-116.09813690185547,744.9204711914062,457.870849609375
LatPulldown,,,-129.96437072753906,737.01171875,475.1507568359375
LatPulldown,,,-125.73697662353516,734.2523803710938,478.4870910644531
LatPulldown,,,-111.9224853515625,730.7566528320312,467.5149841308594
LatPulldown,,,-101.05764770507812,723.4536743164062,447.134033203125
LatPulldown,,,-100.85609436035156,715.8006591796875,425.95916748046875
LatPulldown,,,-114.10266876220703,713.4122924804688,414.4917297363281
LatPulldown,,,-142.3805389404297,717.9552001953125,421.5859680175781
LatPulldown,,,-185.22259521484375,724.583740234375,448.9336242675781
LatPulldown,,,-234.01651000976562,726.9932250976562,487.84417724609375
LatPulldown,,,-274.54632568359375,722.9842529296875,521.862060546875
LatPulldown,,,-295.69683837890625,716.6542358398438,536.1322021484375
LatPulldown,,,-296.5221862792969,714.0338745117188,527.9625854492188
LatPulldown,,,-285.22698974609375,716.226318359375,509.01214599609375
LatPulldown,,,-272.76513671875,718.3466796875,494.8931884765625
LatPulldown,,,-267.1837463378906,714.4605102539062,491.1878967285156
LatPulldown,,,-269.49884033203125,703.5504150390625,488.8835144042969
LatPulldown,,,-275.14569091796875,691.1698608398438,474.54547119140625
LatPulldown,,,-278.38043212890625,684.0812377929688,446.3132629394531
